'census_2010_block_id','sector_id','number_of_jobs','census_block_id'
'530330011001004',9,1,26487
'530330011001005',7,11,26486
'530330011001005',11,1,26486
'530330011001006',9,1,26485
'530330011001008',7,2,26483
'530330011001008',9,54,26483
'530330011001008',11,1,26483
'530330011001010',2,4,26488
'530330011001010',4,1,26488
'530330011001011',7,5,26493
'530330011001011',8,1,26493
'530330011001012',9,2,26496
'530330011001012',11,6,26496
'530330011001014',9,3,26507
'530330011001015',5,1,26506
'530330011001015',7,1,26506
'530330011001015',9,6,26506
'530330011001015',11,2,26506
'530330011001016',2,27,26504
'530330011001016',5,2,26504
'530330011001016',7,1,26504
'530330011001017',7,1,26505
'530330011001018',7,2,26503
'530330011001019',2,4,26497
'530330011001019',7,8,26497
'530330011001020',5,1,26498
'530330011001020',8,1,26498
'530330011001020',11,1,26498
'530330011002000',7,1,26492
'530330011002000',9,1,26492
'530330011002001',5,1,26490
'530330011002001',9,1,26490
'530330011002002',11,2,26482
'530330011002003',7,4,26481
'530330011002004',11,2,26501
'530330011002005',7,3,26491
'530330011002005',10,5,26491
'530330011002005',11,0,26491
'530330011002006',5,1,26502
'530330011002008',2,3,20489
'530330011002008',7,11,20489
'530330011002008',8,2,20489
'530330011002008',11,3,20489
'530330011002009',9,1,20488
'530330011002010',7,3,20502
'530330011002010',11,2,20502
'530330011002011',9,3,20499
'530330011002012',11,1,20501
'530330011002014',5,1,20500
'530330011002014',7,1,20500
'530330011002014',11,1,20500
'530330011002015',5,1,20492
'530330011002015',7,5,20492
'530330011002015',11,2,20492
'530330011002016',7,2,20493
'530330011002017',5,12,16491
'530330011002017',7,1,16491
'530330011002017',9,4,16491
'530330011002017',11,1,16491
'530330011002019',2,6,20491
'530330011002019',3,2,20491
'530330011002019',4,24,20491
'530330011002019',5,4,20491
'530330011002019',7,45,20491
'530330011002019',8,1,20491
'530330011002019',9,3,20491
'530330011002019',11,10,20491
'530330012001000',5,-61,8465
'530330012001000',7,5,8465
'530330012001000',11,-15,8465
'530330012001001',2,1,8466
'530330012001001',5,1,8466
'530330012001001',7,2,8466
'530330012001001',9,3,8466
'530330012001001',11,2,8466
'530330012001003',7,1,21665
'530330012001003',9,2,21665
'530330012001003',10,1,21665
'530330012001003',11,2,21665
'530330012001004',3,1,21666
'530330012001004',7,31,21666
'530330012001004',9,-89,21666
'530330012001004',11,-7,21666
'530330012001005',7,23,21667
'530330012001005',8,1,21667
'530330012001005',9,243,21667
'530330012001005',10,1,21667
'530330012001005',11,9,21667
'530330012001005',12,1,21667
'530330012001006',2,2,21131
'530330012001006',4,1,21131
'530330012001006',5,168,21131
'530330012001006',7,9,21131
'530330012001006',10,39,21131
'530330012001006',11,11,21131
'530330012001007',4,1,21130
'530330012001007',11,1,21130
'530330012001008',11,1,6124
'530330012001009',2,2,6123
'530330012001009',11,2,6123
'530330012001010',7,1,6122
'530330012001010',8,1,6122
'530330012001011',5,10,6120
'530330012001011',7,1,6120
'530330012001012',7,28,6121
'530330012001012',11,3,6121
'530330012001014',2,2,20505
'530330012001015',7,1,7969
'530330012001015',11,1,7969
'530330012001016',2,2,20507
'530330012001017',3,1,23876
'530330012001017',5,1,23876
'530330012001017',11,1,23876
'530330012001018',2,2,20506
'530330012001018',5,1,20506
'530330012001018',7,4,20506
'530330012001018',8,1,20506
'530330012001018',9,2,20506
'530330012001019',9,1,20495
'530330012001020',7,1,20494
'530330012001020',9,1,20494
'530330012001020',11,1,20494
'530330012001021',8,2,20497
'530330012001022',5,1,20496
'530330012001022',7,1,20496
'530330012001022',11,1,20496
'530330012002000',4,15,15517
'530330012002000',5,79,15517
'530330012002000',7,49,15517
'530330012002000',8,2,15517
'530330012002000',9,11,15517
'530330012002000',11,2,15517
'530330012002001',7,2,20504
'530330012002001',9,3,20504
'530330012002001',11,1,20504
'530330012002002',2,3,20503
'530330012002002',3,1,20503
'530330012002002',7,3,20503
'530330012002002',9,69,20503
'530330012002002',10,10,20503
'530330012002002',11,0,20503
'530330012002003',3,6,16429
'530330012002003',7,39,16429
'530330012002003',9,21,16429
'530330012002004',5,1,20509
'530330012002004',7,7,20509
'530330012002005',5,1,20508
'530330012002005',11,1,20508
'530330012002006',5,4,20498
'530330012002006',7,1,20498
'530330012002006',9,1,20498
'530330012002006',11,4,20498
'530330012002007',5,1,16432
'530330012002007',7,2,16432
'530330012002007',8,2,16432
'530330012002007',11,1,16432
'530330012003000',3,2,14179
'530330012003000',4,6,14179
'530330012003000',5,158,14179
'530330012003000',7,49,14179
'530330012003000',8,6,14179
'530330012003000',9,26,14179
'530330012003000',10,22,14179
'530330012003000',11,46,14179
'530330012003000',12,4,14179
'530330012003000',13,0,14179
'530330012003001',11,7,14180
'530330012003002',2,2,15516
'530330012003002',3,55,15516
'530330012003002',4,15,15516
'530330012003002',5,35,15516
'530330012003002',7,68,15516
'530330012003002',9,228,15516
'530330012003002',10,13,15516
'530330012003002',11,39,15516
'530330012003002',12,3,15516
'530330012003003',4,9,13705
'530330012003003',5,38,13705
'530330012003003',7,32,13705
'530330012003003',8,55,13705
'530330012003003',9,386,13705
'530330012003003',10,82,13705
'530330012003003',11,97,13705
'530330012003003',12,26,13705
'530330012003003',13,0,13705
'530330012004000',4,2,15518
'530330012004000',7,7,15518
'530330012004000',8,1,15518
'530330012004000',9,32,15518
'530330012004000',10,1,15518
'530330012004000',11,16,15518
'530330012004001',2,3,15512
'530330012004001',3,16,15512
'530330012004001',4,1,15512
'530330012004001',7,5,15512
'530330012004001',9,40,15512
'530330012004001',11,3,15512
'530330012004002',5,17,15511
'530330012004002',7,3,15511
'530330012004002',9,-2,15511
'530330012004002',10,153,15511
'530330012004002',11,1,15511
'530330012004002',12,1,15511
'530330012004010',2,2,15515
'530330012004010',4,11,15515
'530330012004010',5,1452,15515
'530330012004010',7,308,15515
'530330012004010',8,0,15515
'530330012004010',9,9,15515
'530330012004010',10,526,15515
'530330012004010',11,168,15515
'530330012004010',13,30,15515
'530330012004011',3,3,15520
'530330012004011',4,3,15520
'530330012004011',5,415,15520
'530330012004011',7,-1,15520
'530330012004011',9,2,15520
'530330012004011',10,5,15520
'530330012004011',11,3,15520
'530330012004012',7,1,15519
'530330012004012',9,4,15519
'530330012005002',2,1,9398
'530330012005002',4,4,9398
'530330012005002',5,7,9398
'530330012005002',7,9,9398
'530330012005002',9,3,9398
'530330012005002',10,39,9398
'530330012005002',11,17,9398
'530330012005004',5,5,20263
'530330012005004',10,44,20263
'530330012005004',11,26,20263
'530330012005005',4,3,14139
'530330012005005',7,5,14139
'530330012005005',9,2,14139
'530330012005005',11,6,14139
'530330012005008',3,20,15513
'530330012005008',4,3,15513
'530330012005008',5,4,15513
'530330012005008',7,294,15513
'530330012005008',8,47,15513
'530330012005008',9,251,15513
'530330012005008',10,37,15513
'530330012005008',11,23,15513
'530330012005008',12,3,15513
'530330012005008',13,0,15513
'530330012005011',2,1,15514
'530330012005011',4,3,15514
'530330012005011',7,24,15514
'530330012005011',8,3,15514
'530330012005011',9,398,15514
'530330012005011',10,2,15514
'530330012005011',11,6,15514
'530330012005011',12,1,15514
'530330012005011',13,0,15514
'530330012005013',4,1,1640
'530330012005013',9,1,1640
'530330012005013',11,1,1640
'530330013001000',8,1,
'530330013001000',9,1,
'530330013001001',7,1,15813
'530330013001001',9,52,15813
'530330013001001',12,115,15813
'530330013001002',2,1,15815
'530330013001002',5,1,15815
'530330013001002',7,1,15815
'530330013001003',5,1,15814
'530330013001003',11,1,15814
'530330013001004',2,3,22124
'530330013001004',4,1,22124
'530330013001004',7,5,22124
'530330013001004',11,3,22124
'530330013001005',4,1,22125
'530330013001005',7,1,22125
'530330013001005',9,1,22125
'530330013001006',1,1,22128
'530330013001006',2,2,22128
'530330013001006',7,4,22128
'530330013001006',8,1,22128
'530330013001006',9,1,22128
'530330013001006',11,1,22128
'530330013001006',12,31,22128
'530330013001007',5,1,22129
'530330013001008',7,3,16077
'530330013001008',9,1,16077
'530330013001008',11,1,16077
'530330013001009',7,1,21260
'530330013001009',11,1,21260
'530330013001010',2,3,21258
'530330013001010',4,2,21258
'530330013001010',7,77,21258
'530330013001010',8,1,21258
'530330013001010',9,15,21258
'530330013001010',11,1,21258
'530330013001011',12,217,21259
'530330013001012',7,2,3664
'530330013001012',8,1,3664
'530330013001012',9,1,3664
'530330013001013',7,21,16078
'530330013001013',11,1,16078
'530330013001014',7,3,22130
'530330013001015',7,1,22131
'530330013001015',11,1,22131
'530330013001016',2,1,16142
'530330013001016',7,1,16142
'530330013001020',5,1,20003
'530330013001020',8,1,20003
'530330013001021',7,1,20002
'530330013001022',2,3,19996
'530330013001022',11,1,19996
'530330013001023',11,3,19997
'530330013001024',7,4,19995
'530330013002000',4,1,21122
'530330013002000',7,1,21122
'530330013002000',9,3,21122
'530330013002000',11,1,21122
'530330013002001',2,1,21340
'530330013002001',5,4,21340
'530330013002001',7,8,21340
'530330013002001',11,27,21340
'530330013002002',5,16,12356
'530330013002002',7,1,12356
'530330013002002',8,2,12356
'530330013002002',9,12,12356
'530330013002003',2,2,12357
'530330013002003',7,2,12357
'530330013002003',9,1,12357
'530330013002003',11,1,12357
'530330013002004',7,1,12360
'530330013002005',5,1,12361
'530330013002006',11,1,21988
'530330013002007',2,1,21989
'530330013002007',5,8,21989
'530330013002007',7,2,21989
'530330013002007',9,1,21989
'530330013002007',11,2,21989
'530330013002008',2,7,22126
'530330013002008',4,1,22126
'530330013002008',5,19,22126
'530330013002008',7,25,22126
'530330013002008',8,1,22126
'530330013002008',9,6,22126
'530330013002008',10,12,22126
'530330013002008',11,1,22126
'530330013002009',2,2,22127
'530330013002009',4,3,22127
'530330013002009',9,13,22127
'530330013002009',11,8,22127
'530330013002010',2,1,21990
'530330013002010',5,2,21990
'530330013002010',7,3,21990
'530330013002010',8,1,21990
'530330013002010',9,1,21990
'530330013002010',11,5,21990
'530330013002011',3,1,21991
'530330013002012',2,6,21996
'530330013002012',7,1,21996
'530330013002012',9,1,21996
'530330013002013',2,1,21997
'530330013002013',4,2,21997
'530330013002013',5,9,21997
'530330013002013',9,1,21997
'530330013003000',2,5,16063
'530330013003000',4,6,16063
'530330013003000',5,33,16063
'530330013003000',7,46,16063
'530330013003000',9,12,16063
'530330013003000',10,67,16063
'530330013003000',11,13,16063
'530330013003001',7,2,21998
'530330013003001',8,12,21998
'530330013003001',10,5,21998
'530330013003001',11,0,21998
'530330013003001',13,0,21998
'530330013003002',4,1,21999
'530330013003002',7,1,21999
'530330013003003',7,2,22003
'530330013003003',8,1,22003
'530330013003004',7,1,21866
'530330013003004',9,7,21866
'530330013003004',10,7,21866
'530330013003004',11,8,21866
'530330013003005',3,2,16076
'530330013003005',4,36,16076
'530330013003005',5,7,16076
'530330013003005',7,1,16076
'530330013003005',9,2,16076
'530330013003005',10,1,16076
'530330013003005',11,3,16076
'530330013003006',2,1,1724
'530330013003006',9,1,1724
'530330013003008',2,1,1726
'530330013003008',7,1,1726
'530330013003008',8,1,1726
'530330013003008',9,1,1726
'530330013003009',7,4,1727
'530330013003009',11,45,1727
'530330013003010',10,14,26844
'530330013003010',11,10,26844
'530330013003011',10,24,16075
'530330013003011',11,10,16075
'530330013003012',12,361,19998
'530330013003013',2,82,22042
'530330013003013',3,39,22042
'530330013003013',4,4,22042
'530330013003014',2,132,22041
'530330013003014',3,49,22041
'530330013003014',4,2,22041
'530330013003014',5,6,22041
'530330013003014',7,12,22041
'530330013003014',11,1,22041
'530330013003015',2,3,1532
'530330013003015',4,1,1532
'530330013003015',5,1,1532
'530330013003015',7,135,1532
'530330013003015',10,6,1532
'530330013003015',11,4,1532
'530330013003016',7,8,1535
'530330013003017',2,4,1534
'530330013003017',7,4,1534
'530330013003017',8,1,1534
'530330013003017',9,1,1534
'530330013003017',10,1,1534
'530330013003017',11,2,1534
'530330013003018',4,3,1533
'530330013003018',5,5,1533
'530330013003018',7,1,1533
'530330013003018',8,37,1533
'530330013003018',10,1,1533
'530330013003018',11,11,1533
'530330013003018',13,0,1533
'530330013003019',2,38,16065
'530330013003019',4,20,16065
'530330013003019',5,5,16065
'530330013003019',8,1,16065
'530330013003019',10,3,16065
'530330013003019',11,3,16065
'530330013003020',2,72,19999
'530330013003020',4,13,19999
'530330013003020',7,28,19999
'530330013003020',8,14,19999
'530330013003020',9,1,19999
'530330013003020',11,1,19999
'530330013003020',12,19,19999
'530330013003020',13,0,19999
'530330013003021',4,1,20000
'530330013003021',7,7,20000
'530330013003021',9,1,20000
'530330014001000',7,9,22202
'530330014001000',10,1,22202
'530330014001000',11,1,22202
'530330014001001',3,1,22201
'530330014001001',7,1,22201
'530330014001001',8,1,22201
'530330014001001',9,1,22201
'530330014001001',11,2,22201
'530330014001002',11,1,22200
'530330014001003',2,1,26526
'530330014001003',4,1,26526
'530330014001003',5,1,26526
'530330014001003',7,2,26526
'530330014001003',9,1,26526
'530330014001003',11,1,26526
'530330014001004',2,4,16632
'530330014001004',4,1,16632
'530330014001004',7,4,16632
'530330014001004',8,1,16632
'530330014001004',10,1,16632
'530330014001004',11,7,16632
'530330014001006',2,1,26518
'530330014001007',7,1,26517
'530330014001008',7,6,26516
'530330014001009',7,1,26530
'530330014001009',9,1,26530
'530330014001010',7,4,25859
'530330014001011',7,1,23197
'530330014001011',8,1,23197
'530330014001011',9,1,23197
'530330014001011',11,1,23197
'530330014001012',7,2,26527
'530330014001012',8,1,26527
'530330014001012',9,5,26527
'530330014001012',11,13,26527
'530330014001013',3,1,7466
'530330014001013',5,1,7466
'530330014001013',7,2,7466
'530330014001013',9,32,7466
'530330014001013',11,2,7466
'530330014001014',7,1,26525
'530330014001015',7,3,26524
'530330014001015',8,1,26524
'530330014001017',8,1,26523
'530330014002000',5,1,6798
'530330014002000',11,1,6798
'530330014002001',7,1,6799
'530330014002001',11,1,6799
'530330014002002',7,1,9387
'530330014002002',11,1,9387
'530330014002003',3,1,15274
'530330014002003',7,1,15274
'530330014002003',9,2,15274
'530330014002003',11,1,15274
'530330014002004',4,2,6016
'530330014002004',7,3,6016
'530330014002004',11,2,6016
'530330014002005',2,1,6017
'530330014002005',7,1,6017
'530330014002005',11,2,6017
'530330014002006',2,3,6018
'530330014002006',5,7,6018
'530330014002006',9,1,6018
'530330014002007',7,3,6019
'530330014002008',7,7,20201
'530330014002008',8,1,20201
'530330014002008',11,1,20201
'530330014002009',2,1,20200
'530330014002009',7,4,20200
'530330014002009',8,0,20200
'530330014002009',9,9,20200
'530330014002009',11,3,20200
'530330014002009',13,59,20200
'530330014002011',5,1,6020
'530330014002011',7,1,6020
'530330014002012',3,1,6021
'530330014002012',7,6,6021
'530330014002012',9,1,6021
'530330014002013',8,1,6022
'530330014002013',11,1,6022
'530330014002014',2,6,6023
'530330014002014',4,1,6023
'530330014002014',5,2,6023
'530330014002014',7,20,6023
'530330014002014',9,5,6023
'530330014002014',10,22,6023
'530330014002014',11,7,6023
'530330014002015',5,20,26528
'530330014002015',7,14,26528
'530330014002015',10,14,26528
